text,category,email_length,num_questions,num_exclamations,contains_table,has_po,has_gst,has_model,has_urgent,has_project,has_specs,has_legal,has_pricing_word,has_certification_request,follow_up_signal,is_escalation,context_reference
The wrong model was sent. Please correct this.,complaint,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The packaging was torn and units are scratched.,complaint,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very poor coordination — delivery was incomplete.,complaint,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The items delivered are faulty.,complaint,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The team promised dispatch but nothing has arrived yet.,complaint,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This delay is affecting our site handover schedule. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Reference PO#: 24165.,complaint,134,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"We were assured delivery last week, but it’s still pending. Preferred Model No: DCP-4KG.",complaint,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Product malfunctioning out of the box. Preferred Model No: FMX-2.5L.,complaint,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Repeated delays in shipment. This is unacceptable. Preferred Model: ULX-2.5L.,complaint,82,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
We are highly disappointed with the defective items sent last week. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Your team is unresponsive regarding the warranty replacement. Preferred Model No: FMX-2.5L.,complaint,96,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The equipment failed during testing. We need an urgent resolution.,complaint,67,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
We expected better support for faulty extinguishers. Preferred Model No: ABC-6KG.,complaint,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Your service team failed to arrive at the scheduled time. Preferred Model No: ABC-6KG.,complaint,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Very poor coordination during installation. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Items delivered are substandard and unusable.,complaint,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This level of service is unacceptable.,complaint,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Still waiting for someone to fix the broken unit. Reference PO#: 16975.,complaint,70,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
No response yet regarding the repeated product issues. Reference PO#: 19826.,complaint,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
The invoice mismatch issue is still unresolved. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,complaint,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Our site has halted due to non-functional safety systems.,complaint,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Quality of product received is not up to mark.,complaint,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Despite reminders, issue is pending for over a week. Reference PO#: 40103.",complaint,75,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Damaged item received — need urgent replacement. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Preferred Model: ULX-2.5L.,complaint,134,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Could you confirm the warranty terms for this product? Preferred Model No: CO2-5KG.,general_enquiry,84,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Please provide technical specifications for the model XLP-45. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry,120,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
We would like to know about your installation support process.,general_enquiry,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is the CO2 extinguisher certified for marine use?,general_enquiry,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kindly clarify the annual maintenance requirements.,general_enquiry,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Do you provide site training for operators?,general_enquiry,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Could you share your AMC terms and conditions? Our GST No: 27AABCU9603R1ZV is applicable. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",general_enquiry,173,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
What is the expected lifespan of this unit? Preferred Model No: ABC-6KG.,general_enquiry,77,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
We are looking for documentation regarding servicing.,general_enquiry,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is there any compatibility chart for accessories? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry,112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please let us know the lead time for bulk delivery.,general_enquiry,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do you provide installation at remote locations? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry,109,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Need clarification on coverage under standard warranty.,general_enquiry,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Requesting product datasheet for compliance check.,general_enquiry,49,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Can you share the troubleshooting guide? As per PO #51909.,general_enquiry,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
What is the warranty coverage for your CO2 extinguisher models?,general_enquiry,64,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Please confirm the service intervals for your suppression systems. Our GST No: 27AABCU9603R1ZV is applicable.,general_enquiry,114,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Could you share the brochure with specifications and dimensions? Our GST No: 27AABCU9603R1ZV is applicable. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",general_enquiry,179,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Do you offer AMC support in Maharashtra region?,general_enquiry,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Is your product certified by ISI or UL? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,general_enquiry,103,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
We need technical guidance on fire panel integration.,general_enquiry,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Can you explain the working principle of the Inergen system?,general_enquiry,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please advise on operating temperature range for this model. As per PO #70264.,general_enquiry,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Do you provide training sessions post-installation?,general_enquiry,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What is the response time of your addressable panels?,general_enquiry,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How many nozzles are needed for 250 sq.ft server room? Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",general_enquiry,112,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Does your extinguisher comply with NBC 2016 guidelines? As per PO #65001.,general_enquiry,76,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
What’s the refilling procedure for clean agent cylinders? Preferred Model No: FMX-2.5L.,general_enquiry,88,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Can you confirm if support is available in Gujarat? Preferred Model No: CO2-5KG.,general_enquiry,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
What is the shelf life of these extinguishers?,general_enquiry,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Please send quotation for 10 units of 6 kg ABC extinguishers.,quotation_request,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kindly provide commercial offer for FM200 system for server room. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request,117,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
We request your best price for CO2 extinguishers with ISI mark.,quotation_request,65,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Need price breakup for 3 different sizes of clean agent units. Reference PO#: 60852.,quotation_request,84,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Requesting quotation for supply and installation of fire panels.,quotation_request,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Share your quotation including delivery charges to Hyderabad. As per PO #70780.,quotation_request,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Please quote for the enclosed BOQ items at the earliest. As per PO #95183.,quotation_request,79,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Kindly share your commercial proposal for warehouse project.,quotation_request,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"What would be your rate for 10 nos of 4.5kg CO2 units? Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",quotation_request,118,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Please send budgetary pricing for aerosol-based system. As per PO #21102.,quotation_request,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Provide quotation for supply only, excluding installation. Preferred Model: FM-200.",quotation_request,84,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Quotation required for annual AMC service at 2 sites. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request,118,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Please include taxes and delivery timeline in your quote. As per PO #61754.,quotation_request,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Need your quotation for the attached specification sheet. Preferred Model No: CO2-5KG. Reference PO#: 86586.,quotation_request,115,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
Kindly provide rate contract for bulk extinguishers. Preferred Model No: ABC-6KG.,quotation_request,85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
We were overcharged compared to the original quotation. Preferred Model No: FMX-2.5L.,complaint,87,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"The quoted price was approved, but you invoiced more.",complaint,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
There is a mismatch in quoted rate and delivery invoice.,complaint,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
This delay in sending revised quote is unacceptable. Reference PO#: 90734.,complaint,77,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
We haven’t received the items despite payment as per quote. As per PO #44366. Preferred Model: ULX-2.5L.,complaint,113,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Please quote for 50 units of 9kg DCP extinguishers.,quotation_request,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
We request your best rate for enclosed items in BOQ.,quotation_request,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kindly send your updated quotation including GST. Preferred Model No: ABC-6KG. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request,132,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Need commercial proposal for supply and installation.,quotation_request,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Please provide your price list for standard models.,quotation_request,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
We are still waiting for your confirmation on the revised PO. Preferred Model No: CO2-5KG.,follow_up,91,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Kindly update us on the shipment status of our last order. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up,118,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Please confirm if the technician visit is scheduled tomorrow. As per PO #25402.,follow_up,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
This is a gentle reminder regarding our previous query. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up,117,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Has the approval for the revised pricing been shared?,follow_up,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Can you let us know when dispatch will happen?,follow_up,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Awaiting your confirmation on the revised commercial offer. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up,118,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Please acknowledge receipt of our email from last week. As per PO #34362. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",follow_up,146,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Any update on the logistics and expected delivery timeline? Reference PO#: 86854.,follow_up,84,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Following up on the request for installation visit confirmation.,follow_up,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kindly provide your commercial quotation for 6 kg CO2 extinguishers.,quotation_request,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Please quote for supply and installation of clean agent system.,quotation_request,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Requesting your best price for items mentioned in attached BOQ. Reference PO#: 22299. Preferred Model: CO2-4KG.,quotation_request,122,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Please send your quotation including taxes and delivery. Reference PO#: 25124. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request,133,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Share your best offer for the listed safety items.,quotation_request,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Please share your competitive quotation for annual AMC service. As per PO #92304.,quotation_request,84,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
Need pricing for FM200 system installation at our facility. Preferred Model No: FMX-2.5L. Our GST No: 27AABCU9603R1ZV is applicable.,quotation_request,142,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Request you to provide a commercial offer with technical spec. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request,132,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"Looking for a budgetary quote for complete fire safety setup. As per PO #65485. Preferred Model: FM-200. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",quotation_request,180,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
Send your quotation for refill and servicing of extinguishers. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request,123,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
We need your price offer for portable fire suppression units.,quotation_request,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kindly provide your rate contract for bulk fire cylinders. As per PO #48217. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",quotation_request,143,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Quotation required for next quarter procurement plan. Kindly include GST No: 27AAACX1234Z1Z in the invoice.,quotation_request,117,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Share best price for ISI-certified DCP extinguishers. Our GST No: 27AABCU9603R1ZV is applicable. Preferred Model: CO2-4KG.,quotation_request,134,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
We’re still waiting for your reply on the updated proposal.,follow_up,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Has the dispatch for order #2145 been confirmed? As per PO #41406. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",follow_up,127,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Please update us on the service visit request sent last week.,follow_up,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Following up on the email sent on Monday regarding pricing.,follow_up,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Any update regarding our AMC contract renewal? As per PO #64786.,follow_up,64,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
Awaiting your revert on installation timeline. As per PO #37519.,follow_up,67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
When can we expect a response on our pending ticket?,follow_up,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Could you confirm dispatch tracking details? Kindly include GST No: 27AAACX1234Z1Z in the invoice.,follow_up,106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Checking status on technical clarification requested.,follow_up,51,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Please acknowledge receipt of our PO confirmation.,follow_up,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Still no update on the revised delivery schedule. Preferred Model No: CO2-5KG.,follow_up,81,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Kindly respond to the payment reminder sent earlier.,follow_up,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Looking for an update on invoice correction. Kindly include GST No: 27AAACX1234Z1Z in the invoice. Reference PO#: 31986. Items: Item: 4kg CO2 | Qty: 5 | Rate: Rs. 2400/-",follow_up,180,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
Have the safety audit documents been shared?,follow_up,42,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Please confirm if demo unit has been arranged.,follow_up,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is a third reminder regarding our invoice #456 which is still showing as unpaid. This is now affecting our account status.",follow_up,131,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Following up on the promised datasheet for the A5000 model. We need it for our client presentation tomorrow. Gentle reminder.,follow_up,135,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
"Our complaint (Ticket #C-889) about the damaged shipment has seen no action for 5 days. We are now formally escalating this issue.",follow_up,137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Any news on the quotation for the Bangalore project? We need to submit our final bid by Friday. Checking in on the status.,follow_up,127,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1
"Still no resolution on the faulty pressure gauges reported last week. This is a critical safety failure and our plant is non-compliant. What is the update?",follow_up,161,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"The delivered extinguishers are past their expiry date. This is a severe breach of contract and a safety hazard. We demand immediate replacement.",complaint,145,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
"The technician who visited yesterday for AMC service was unprofessional and did not complete the checks as per the list. Very poor service.",complaint,149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"We were quoted for UL-certified extinguishers but received non-certified ones. This is fraudulent. We will be reporting this.",complaint,134,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
"After the system 'fix' last week, we've had three false alarms. The system is now more unreliable than before. Send a competent engineer.",complaint,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Our PO#7789 for 50 units was confirmed for delivery on the 15th. It is now the 20th and we have no goods and no communication. This is unacceptable.",complaint,154,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Could you provide a datasheet that details the operating temperature range for the model K-2000? We need to ensure it's suitable for a furnace area.",general_enquiry,162,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"We are a distributor in Nigeria and are interested in your product line. Could you share your export price list and partnership terms?",general_enquiry,148,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"What is the standard procedure for warranty claims? One of our new units is showing a fault code (E-02) right out of the box.",general_enquiry,142,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Do you offer onsite installation and training services in the tier-2 cities like Lucknow and Jaipur?",general_enquiry,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"For a 1000 sq ft server room with a raised floor, how many aerosol generators would you recommend for total flooding as per NFPA 2010?",general_enquiry,149,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Please quote for 250 units of 2kg ABC extinguishers for a government housing project. We need BIS and ISI certification. Please provide your most competitive rate.",quotation_request,178,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"We need a quotation for an entire kitchen hood fire suppression system for a 3-star hotel. Please include design, supply, and installation. Must comply with NFPA 96.",quotation_request,192,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Requesting a quote for the annual maintenance contract (AMC) for 120 extinguishers of mixed types (CO2, DCP, Foam) spread across 3 of our office locations in Delhi NCR.",quotation_request,194,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Kindly provide your best offer for 20 trolley-mounted 50kg foam extinguishers with MED certification for our fleet of vessels.",quotation_request,149,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"We require pricing for 5 sets of clean agent systems for our electrical panel rooms. Please specify the agent used (e.g., Novec 1230, FM-200) and provide UL certification.",quotation_request,192,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"The invoice #IN-556 shows a total of ₹50,000, but the approved quotation was for ₹45,000. This is the second time this has happened. Please correct and resend.",complaint,177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"We were let down by our previous supplier. We urgently need a quote for 100x 6kg ABC extinguishers (ISI marked) delivered to our Pune site by next Friday. Failure to quote on time will be an issue.",quotation_request,211,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"The main technical problem we are trying to solve is fire suppression in a high-vibration environment for our mining trucks. Can you recommend a system and provide specs? We have an issue with standard brackets failing.",general_enquiry,246,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Following up on my question from last week regarding the MED certification for model FMX-2.5L. We need this confirmation to proceed with our client's PO. Any update?",follow_up,175,2,0,0,1,0,1,0,0,1,0,0,1,2,0,1
"This is our third follow-up on ticket #C-889. The issue with the leaking valves is still not resolved. We are now escalating this matter to our management.",follow_up,161,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"The fire panel your team installed is showing a 'communication error' with the smoke detectors. This is a critical problem for our compliance audit next week. Need this fixed ASAP.",complaint,187,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"We are looking for a fire safety partner for our upcoming residential project. The primary challenge is finding cost-effective solutions that meet all NBC guidelines. Can you provide a preliminary consultation?",general_enquiry,220,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"Just checking in to see if you had a chance to look at the architectural drawings we sent over for the quotation request? Our bid submission is on the 25th.",follow_up,157,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"We have an issue with the latest batch of CO2 extinguishers (Batch #C02-991). The weight is inconsistent across units. This quality control problem needs to be addressed before we can place a larger order.",complaint,210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Reminder: We are still awaiting the revised quotation with the 10% discount we discussed last Tuesday. Please send it today so we can process the PO.",follow_up,150,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"The problem is not the product itself, but the lack of documentation. Can you please provide the UL certificate and the MSDS for the AFFF foam concentrate? We need this for our safety records.",general_enquiry,208,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"The quote you provided (Quote #Q-123) is missing the installation charges we specifically asked for. Please revise and resend the complete quotation.",complaint,154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"We have an urgent requirement for a fire suppression system for a temporary event structure. The main issue is that we cannot drill into the walls. Do you have any solutions that use floor stands or non-permanent mounting?",general_enquiry,241,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Following up on our payment for invoice #7890. It was sent via NEFT on the 18th. Could you please confirm receipt and share the dispatch schedule for the goods?",follow_up,161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"We are very disappointed. The delivery for PO#54321 is now two weeks late, and your customer service has provided no clear reason for the delay. This is affecting our project milestones.",complaint,185,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Gentle reminder about the technical datasheets for the K-type extinguishers. We requested these last Monday to finalize our internal specifications.",follow_up,148,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"Your technician was supposed to arrive at 10 AM for the scheduled maintenance of our FDSS. It is now 2 PM and he is not here. This lack of professionalism is unacceptable.",complaint,169,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"We have a problem with customs clearance for your shipment. They are asking for a Certificate of Origin, which was not included in the documents. Could you please email it to us urgently?",general_enquiry,201,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"Please provide your most competitive quote for 15 sets of vehicle fire suppression systems for our fleet of buses. We need a solution that is both effective and easy to maintain. The primary issue our last supplier had was frequent false alarms.",quotation_request,273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I am following up on behalf of Mr. Sharma regarding the AMC renewal proposal. He has a few questions about the new terms. Is it possible to schedule a brief call?",follow_up,171,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"This is a formal complaint. The extinguishers delivered under PO#9901 are not ISI marked as was mandated in the tender and the quote. This is a major compliance failure.",complaint,177,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
"Our current challenge is protecting a heritage building where drilling is not permitted. Can you provide information on wireless fire detection systems and any non-invasive suppression options you offer?",general_enquiry,216,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Second follow-up on our request for the installation completion certificate (for PO#6543). Our accounts team cannot process the final payment without this document.",follow_up,178,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1
"Could you quote for a replacement control panel for our existing FM-200 system, model FCP-240? The current one has a faulty motherboard. We need a price for supply only.",quotation_request,180,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"There seems to be a slight discrepancy in the shipment. We ordered model ABC-5 but received ABC-3. Could you please advise on the process for an exchange?",complaint,161,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0